time[s]	  500 Hz 	 2000 Hz
2.325	4.96E+04	6.55E+04
2.326	3.43E+05	1.48E+04
2.327	3.00E+05	1.03E+05
2.328	3.05E+04	6.46E+04
2.329	7.33E+04	7.36E+04
2.33	1.33E+05	6.25E+04
2.331	4.11E+05	1.25E+04
2.332	7.08E+05	2.89E+04
2.333	5.97E+05	5.85E+04
2.334	2.83E+05	3.71E+04
2.335	7.86E+04	1.17E+05
2.336	2.97E+05	2.75E+04
2.337	6.75E+05	1.19E+05
2.338	4.64E+05	1.00E+05
2.339	6.69E+04	2.00E+05
2.34	7.11E+04	1.48E+05
2.341	5.90E+04	8.94E+04
2.342	6.05E+04	3.45E+04
2.343	2.25E+05	3.15E+04
2.344	3.53E+05	1.37E+05
2.345	3.43E+05	1.15E+04
2.346	1.73E+05	9.19E+04
2.347	7.63E+04	8.00E+04
2.348	5.04E+05	1.82E+05
2.349	8.12E+05	1.57E+05
2.35	7.26E+05	1.83E+05
2.351	1.25E+06	2.31E+05
2.352	1.58E+06	2.01E+05
2.353	8.61E+05	7.13E+04
2.354	4.52E+05	1.70E+04
2.355	7.32E+05	1.03E+05
2.356	5.05E+05	1.07E+05
2.357	8.46E+04	5.59E+04
2.358	2.23E+04	9.69E+04
2.359	2.24E+04	1.74E+05
2.36	1.06E+05	8.06E+04
2.361	1.69E+05	4.67E+04
2.362	1.77E+05	7.94E+04
2.363	2.18E+05	5.87E+04
2.364	5.11E+04	7.71E+04
2.365	1.31E+05	4.33E+04
2.366	5.69E+05	2.34E+04
2.367	6.29E+05	4.36E+04
2.368	2.56E+05	4.72E+04
2.369	4.55E+04	7.41E+04
2.37	1.32E+05	8.87E+04
2.371	3.39E+04	6.06E+04
2.372	2.04E+05	1.95E+04
2.373	7.43E+05	2.93E+04
2.374	5.09E+05	4.49E+05
2.375	1.09E+04	1.08E+05
2.376	2.98E+05	3.90E+05
2.377	4.14E+05	3.76E+04
2.378	5.01E+04	3.25E+04
2.379	1.13E+05	3.38E+04
2.38	2.11E+05	3.84E+04
2.381	6.27E+04	7.35E+04
2.382	2.35E+05	2.59E+04
2.383	3.68E+05	3.38E+04
2.384	1.90E+05	5.30E+04
2.385	3.50E+04	1.11E+05
2.386	2.95E+04	1.42E+05
2.387	1.91E+05	6.24E+04
2.388	2.66E+05	3.65E+04
2.389	1.28E+05	3.82E+04
2.39	1.33E+05	4.84E+04
2.391	1.97E+05	3.72E+04
2.392	1.35E+05	9.65E+04
2.393	3.96E+05	3.05E+04
2.394	1.13E+06	4.36E+04
2.395	1.18E+06	1.74E+05
2.396	3.43E+05	9.60E+03
2.397	2.58E+05	6.18E+04
2.398	4.75E+05	1.33E+05
2.399	7.97E+04	7.86E+04
2.4	3.11E+05	1.44E+05
2.401	5.77E+05	2.73E+04
2.402	5.79E+04	1.35E+05
2.403	3.24E+05	3.02E+04
2.404	9.83E+05	2.93E+04
2.405	7.95E+05	6.07E+04
2.406	4.92E+05	5.27E+04
2.407	5.07E+05	5.69E+04
2.408	3.18E+05	4.16E+04
2.409	2.35E+05	6.11E+04
2.41	4.27E+05	3.20E+04
2.411	3.51E+05	1.52E+04
2.412	4.81E+05	6.07E+04
2.413	1.30E+06	3.16E+04
2.414	1.52E+06	4.83E+04
2.415	7.31E+05	3.38E+04
2.416	3.13E+05	8.34E+04
2.417	4.35E+05	9.07E+04
2.418	4.73E+05	8.19E+04
2.419	3.74E+05	5.66E+04
2.42	3.00E+05	9.25E+04
2.421	9.10E+04	7.44E+04
2.422	2.65E+05	1.44E+05
2.423	8.77E+05	8.01E+04
2.424	5.98E+05	6.03E+04
2.425	1.77E+05	5.75E+04
2.426	6.21E+05	3.27E+04
2.427	4.20E+05	5.03E+04
2.428	2.16E+05	7.92E+04
2.429	3.37E+05	1.24E+05
2.43	2.80E+05	1.49E+05
2.431	4.89E+05	1.05E+05
2.432	4.51E+05	4.17E+04
2.433	1.73E+05	1.06E+05
2.434	9.40E+04	7.67E+04
2.435	4.07E+05	5.16E+04
2.436	1.20E+06	6.23E+04
2.437	1.58E+06	8.20E+04
2.438	8.41E+05	4.68E+04
2.439	1.46E+05	8.35E+04
2.44	1.49E+04	1.53E+05
2.441	3.29E+04	5.90E+04
2.442	2.92E+05	2.82E+05
2.443	6.01E+05	1.07E+05
2.444	4.01E+05	5.12E+04
2.445	6.39E+04	2.83E+04
2.446	4.05E+05	9.85E+04
2.447	5.77E+05	1.42E+04
2.448	1.92E+05	6.57E+03
2.449	2.04E+04	5.94E+04
2.45	1.73E+05	3.02E+05
2.451	3.69E+05	3.67E+04
2.452	3.80E+05	4.50E+04
2.453	7.20E+04	7.41E+03
2.454	1.26E+05	1.98E+04
2.455	7.21E+05	4.59E+04
2.456	9.98E+05	1.52E+05
2.457	9.83E+05	7.39E+04
2.458	1.12E+06	1.00E+05
2.459	1.15E+06	4.83E+04
2.46	8.95E+05	3.84E+04
2.461	4.72E+05	8.25E+04
2.462	8.16E+04	2.10E+05
2.463	2.50E+04	3.50E+04
2.464	7.42E+04	1.40E+05
2.465	2.18E+05	1.19E+05
2.466	5.55E+05	7.53E+04
2.467	4.63E+05	1.00E+05
2.468	6.28E+04	4.52E+04
2.469	2.61E+05	2.08E+05
2.47	3.57E+05	2.49E+05
2.471	5.47E+04	1.30E+05
2.472	6.53E+04	7.02E+04
2.473	1.46E+05	1.22E+05
2.474	3.67E+04	6.36E+04
2.475	2.76E+05	2.96E+04
2.476	1.10E+06	4.39E+04
2.477	8.35E+05	4.18E+04
2.478	9.43E+04	1.34E+04
2.479	2.13E+05	3.17E+04
2.48	2.39E+05	9.91E+04
2.481	9.09E+04	4.85E+04
2.482	4.14E+05	1.28E+05
2.483	5.14E+05	7.25E+04
2.484	1.76E+05	2.49E+05
2.485	2.72E+05	1.72E+05
2.486	6.61E+05	1.61E+04
2.487	5.31E+05	3.73E+04
2.488	9.98E+04	1.47E+05
2.489	3.51E+04	1.49E+04
2.49	2.86E+05	2.72E+05
2.491	3.84E+05	2.38E+04
2.492	1.83E+05	2.20E+05
2.493	2.83E+04	1.05E+05
2.494	1.50E+04	1.35E+05
2.495	2.63E+04	1.48E+05
2.496	3.67E+04	1.32E+05
2.497	4.22E+04	3.11E+04
2.498	2.80E+05	7.25E+04
2.499	3.97E+05	1.65E+04
2.5	1.68E+05	1.09E+05
2.501	2.84E+04	9.94E+04
2.502	3.42E+04	4.41E+04
2.503	3.06E+05	6.36E+04
2.504	5.97E+05	7.46E+04
2.505	5.05E+05	7.11E+04
2.506	1.73E+05	4.36E+04
2.507	3.07E+04	7.06E+04
2.508	1.01E+05	3.49E+04
2.509	1.10E+05	1.86E+05
2.51	1.35E+05	6.53E+04
2.511	2.04E+05	6.55E+04
2.512	6.20E+04	2.74E+05
2.513	2.15E+05	8.18E+04
2.514	4.93E+05	1.34E+05
2.515	3.27E+05	3.34E+04
2.516	4.92E+04	9.45E+04
2.517	1.36E+04	3.57E+04
2.518	1.11E+04	2.57E+04
2.519	1.25E+05	5.10E+04
2.52	2.17E+05	8.97E+04
2.521	4.91E+04	1.14E+05
2.522	1.40E+05	2.59E+04
2.523	2.05E+05	1.61E+04
2.524	3.33E+04	7.88E+04
2.525	2.11E+05	7.75E+04
2.526	2.82E+05	1.03E+05
2.527	1.21E+05	1.00E+05
2.528	1.54E+05	3.66E+04
2.529	2.78E+05	3.09E+04
2.53	2.46E+05	7.76E+04
2.531	4.46E+04	4.62E+04
2.532	1.31E+05	7.85E+04
2.533	5.75E+05	6.82E+04
2.534	6.49E+05	1.41E+04
2.535	4.01E+05	2.83E+03
2.536	4.21E+05	1.20E+04
2.537	6.01E+05	5.89E+04
2.538	4.26E+05	1.91E+05
2.539	7.00E+04	1.18E+05
2.54	2.97E+04	5.54E+04
2.541	1.35E+05	7.37E+04
2.542	1.39E+05	3.39E+04
2.543	8.66E+04	1.19E+05
2.544	5.35E+04	8.14E+04
2.545	5.69E+04	1.69E+04
2.546	2.95E+05	6.13E+04
2.547	4.30E+05	5.80E+04
2.548	9.62E+04	1.15E+05
2.549	1.17E+05	8.84E+04
2.55	2.71E+05	8.52E+04
2.551	1.97E+05	2.67E+04
2.552	1.56E+05	2.64E+04
2.553	4.30E+04	6.47E+04
2.554	2.29E+05	3.02E+04
2.555	5.47E+05	8.42E+04
2.556	3.87E+05	1.26E+05
2.557	1.48E+05	6.08E+04
2.558	4.42E+05	1.71E+05
2.559	6.59E+05	3.73E+04
2.56	4.07E+05	9.16E+04
2.561	8.92E+05	1.31E+05
2.562	1.54E+06	2.51E+04
2.563	9.77E+05	8.99E+04
2.564	2.45E+05	5.25E+04
2.565	1.15E+05	1.23E+05
2.566	9.36E+04	3.82E+04
2.567	2.61E+04	6.63E+04
2.568	8.07E+03	3.76E+04
2.569	2.36E+04	1.34E+05
2.57	1.14E+05	6.20E+04
2.571	2.63E+05	9.93E+03
2.572	4.02E+05	5.49E+04
2.573	5.12E+05	3.06E+04
2.574	3.76E+05	6.74E+04
2.575	8.90E+04	2.27E+05
2.576	1.43E+04	7.39E+04
2.577	2.21E+04	5.62E+04
2.578	1.18E+05	9.40E+04
2.579	3.90E+05	1.55E+04
2.58	6.47E+05	6.43E+04
2.581	5.06E+05	2.83E+04
2.582	1.30E+05	1.62E+05
2.583	1.16E+05	3.48E+04
2.584	3.28E+05	8.58E+04
2.585	1.20E+05	9.89E+03
2.586	2.34E+05	1.96E+04
2.587	8.86E+05	1.47E+04
2.588	8.42E+05	6.47E+04
2.589	2.68E+05	8.96E+03
2.59	7.09E+04	2.28E+05
2.591	1.27E+05	1.00E+05
2.592	6.92E+04	3.45E+05
2.593	2.60E+04	4.45E+04
2.594	3.31E+05	1.59E+05
2.595	5.67E+05	5.69E+04
2.596	3.23E+05	2.06E+05
2.597	4.39E+05	2.36E+04
2.598	5.19E+05	2.72E+05
2.599	2.15E+05	2.26E+04
2.6	2.03E+04	3.66E+04
2.601	5.76E+03	4.66E+04
2.602	1.45E+04	1.27E+05
2.603	9.61E+04	1.84E+05
2.604	9.04E+04	1.47E+05
2.605	1.58E+04	3.74E+04
2.606	8.89E+04	1.56E+04
2.607	9.26E+04	2.09E+04
2.608	4.35E+04	3.42E+04
2.609	2.64E+05	6.53E+03
2.61	4.24E+05	2.57E+04
2.611	2.17E+05	2.53E+04
2.612	8.26E+04	6.41E+04
2.613	1.45E+05	4.46E+04
2.614	1.22E+05	2.25E+05
2.615	2.15E+05	4.15E+04
2.616	4.49E+05	5.02E+04
2.617	3.38E+05	7.89E+04
2.618	1.38E+05	2.77E+04
2.619	2.85E+05	5.73E+04
2.62	3.34E+05	1.05E+05
2.621	8.23E+04	6.81E+04
2.622	2.69E+05	5.55E+04
2.623	5.69E+05	4.85E+04
2.624	2.94E+05	4.01E+04
2.625	1.73E+05	8.14E+04
2.626	2.94E+05	2.40E+04
2.627	1.33E+05	2.02E+04
2.628	2.01E+05	6.61E+04
2.629	3.72E+05	1.09E+05
2.63	1.96E+05	1.65E+05
2.631	6.90E+04	4.13E+04
2.632	2.07E+05	1.56E+05
2.633	2.78E+05	2.41E+05
2.634	1.89E+05	2.76E+05
2.635	1.37E+05	6.55E+04
2.636	1.50E+05	1.18E+05
2.637	1.06E+05	7.37E+04
2.638	2.03E+05	1.41E+05
2.639	2.39E+05	7.91E+04
2.64	2.89E+04	1.74E+05
2.641	1.31E+05	2.13E+05
2.642	1.40E+05	7.82E+04
2.643	3.64E+03	1.82E+05
2.644	2.32E+05	5.71E+04
2.645	3.76E+05	4.04E+04
2.646	3.34E+05	5.35E+04
2.647	3.07E+05	2.17E+05
2.648	9.06E+04	1.14E+05
2.649	4.15E+04	6.45E+04
2.65	3.97E+04	1.39E+04
2.651	2.17E+04	2.80E+04
2.652	2.52E+05	6.01E+04
2.653	6.05E+05	5.88E+04
2.654	5.61E+05	7.03E+04
2.655	2.15E+05	8.85E+04
2.656	2.97E+05	2.08E+04
2.657	2.91E+05	1.11E+05
2.658	2.21E+05	9.41E+04
2.659	5.12E+05	1.44E+05
2.66	4.29E+05	7.48E+04
2.661	2.98E+05	8.77E+04
2.662	7.56E+05	7.99E+04
2.663	6.17E+05	1.25E+05
2.664	2.43E+05	1.40E+04
2.665	5.43E+05	3.82E+04
2.666	7.38E+05	5.26E+04
2.667	5.96E+05	5.22E+04
2.668	2.91E+05	3.65E+04
2.669	1.11E+05	7.32E+04
2.67	3.14E+05	1.12E+05
2.671	4.47E+05	1.10E+05
2.672	2.47E+05	4.21E+04
2.673	1.29E+05	8.27E+04
2.674	2.40E+05	2.74E+04
2.675	4.92E+05	4.54E+04
2.676	3.59E+05	5.02E+04
2.677	1.25E+05	5.13E+04
2.678	4.11E+05	4.29E+04
2.679	8.99E+05	2.89E+05
2.68	1.02E+06	6.99E+04
2.681	8.02E+05	5.87E+04
2.682	7.06E+05	4.87E+04
2.683	6.88E+05	5.95E+04
2.684	4.50E+05	2.02E+05
2.685	1.44E+05	5.33E+04
2.686	6.33E+04	1.51E+05
2.687	4.89E+04	1.69E+04
2.688	9.21E+03	1.54E+05
2.689	2.14E+05	6.34E+04
2.69	8.72E+05	8.82E+04
2.691	1.00E+06	4.24E+04
2.692	3.85E+05	2.92E+04
2.693	9.61E+04	6.48E+04
2.694	1.18E+05	3.91E+04
2.695	8.83E+04	1.38E+05
2.696	3.08E+04	3.80E+04
2.697	2.96E+04	6.52E+04
2.698	1.20E+05	2.39E+04
2.699	2.66E+05	2.34E+04
2.7	5.10E+05	5.13E+04
2.701	7.96E+05	1.33E+05
2.702	6.26E+05	1.56E+05
2.703	1.13E+05	1.18E+05
2.704	1.74E+05	1.10E+05
2.705	5.33E+05	2.72E+04
2.706	4.10E+05	1.94E+05
2.707	2.13E+05	1.36E+05
2.708	7.57E+04	7.06E+04
2.709	3.21E+04	5.63E+04
2.71	1.19E+05	1.56E+04
2.711	1.00E+05	5.93E+04
2.712	4.46E+04	9.62E+04
2.713	3.98E+04	5.78E+04
2.714	1.27E+04	9.64E+04
2.715	1.58E+05	2.73E+05
2.716	5.06E+05	1.09E+04
2.717	6.43E+05	7.34E+04
2.718	5.27E+05	6.02E+04
2.719	4.65E+05	1.14E+04
2.72	3.22E+05	7.23E+04
2.721	1.30E+05	1.15E+05
2.722	7.94E+04	1.59E+05
2.723	1.43E+05	2.05E+05
2.724	2.13E+05	8.41E+04
2.725	3.27E+05	1.12E+05
2.726	3.82E+05	4.22E+04
2.727	2.64E+05	1.91E+04
2.728	2.86E+05	5.83E+04
2.729	4.05E+05	3.96E+04
2.73	1.54E+05	4.48E+04
2.731	5.63E+04	1.08E+05
2.732	2.80E+05	1.08E+05
2.733	1.94E+05	3.40E+04
2.734	5.97E+04	1.20E+05
2.735	1.28E+05	4.99E+04
2.736	3.94E+04	1.22E+05
2.737	3.48E+05	5.11E+04
2.738	1.10E+06	6.24E+04
2.739	1.20E+06	5.54E+04
2.74	8.84E+05	5.90E+04
2.741	7.14E+05	5.74E+04
2.742	3.60E+05	8.01E+04
2.743	5.81E+04	1.55E+05
2.744	5.67E+04	9.36E+04
2.745	8.88E+04	1.75E+05
2.746	4.96E+05	1.09E+05
2.747	6.60E+05	2.82E+05
2.748	2.83E+05	5.64E+04
2.749	3.23E+05	4.47E+04
2.75	6.53E+05	4.61E+04
2.751	5.02E+05	2.46E+04
2.752	2.65E+05	2.51E+04
2.753	1.96E+05	1.31E+05
2.754	1.09E+05	1.92E+04
2.755	5.03E+04	2.52E+05
2.756	2.04E+04	3.64E+04
2.757	6.84E+04	7.86E+03
2.758	1.12E+05	1.06E+05
2.759	6.20E+04	4.16E+04
2.76	8.18E+03	3.38E+04
2.761	1.48E+04	4.87E+04
2.762	9.16E+04	1.66E+04
2.763	2.04E+05	1.55E+05
2.764	1.90E+05	3.66E+04
2.765	4.66E+04	5.05E+04
2.766	2.26E+04	1.02E+05
2.767	1.47E+05	9.96E+04
2.768	1.74E+05	1.03E+05
2.769	1.49E+05	6.19E+04
2.77	1.23E+05	7.45E+04
2.771	3.83E+04	4.94E+04
2.772	2.95E+04	4.80E+04
2.773	1.54E+05	8.44E+04
2.774	2.46E+05	1.70E+04
2.775	3.10E+05	8.00E+04
2.776	2.54E+05	6.38E+04
2.777	5.84E+04	7.86E+04
2.778	1.61E+04	5.04E+04
2.779	4.58E+04	4.62E+04
2.78	8.38E+04	2.14E+04
2.781	2.28E+05	1.94E+04
2.782	2.36E+05	1.60E+04
2.783	8.87E+04	1.85E+04
2.784	1.88E+04	2.93E+04
2.785	4.50E+04	7.44E+03
2.786	9.12E+04	1.96E+04
2.787	1.40E+05	4.99E+04
2.788	2.11E+05	6.11E+04
2.789	3.65E+05	7.03E+03
2.79	4.31E+05	2.08E+04
2.791	2.78E+05	2.56E+04
2.792	1.24E+05	5.21E+04
2.793	8.57E+04	4.08E+04
2.794	8.85E+04	6.60E+04
2.795	1.44E+05	3.97E+04
2.796	2.14E+05	5.58E+04
2.797	3.44E+05	5.79E+04
2.798	5.24E+05	2.19E+04
2.799	4.68E+05	2.57E+04
2.8	3.63E+05	1.45E+05
2.801	4.27E+05	1.43E+05
2.802	3.38E+05	2.06E+05
2.803	1.57E+05	5.95E+04
2.804	1.79E+05	9.75E+04
2.805	1.74E+05	7.80E+04
2.806	5.82E+04	1.17E+05
2.807	4.74E+04	1.48E+05
2.808	2.17E+05	3.08E+04
2.809	3.93E+05	1.54E+05
2.81	3.88E+05	9.07E+04
2.811	1.90E+05	1.45E+05
2.812	3.21E+04	3.45E+04
2.813	1.36E+05	1.57E+05
2.814	3.41E+05	1.56E+05
2.815	2.43E+05	1.12E+05
2.816	2.54E+04	4.19E+04
2.817	1.06E+05	3.70E+04
2.818	4.31E+05	5.97E+04
2.819	5.47E+05	1.48E+05
2.82	2.60E+05	6.39E+04
2.821	1.67E+05	1.33E+05
2.822	3.08E+05	2.78E+04
2.823	1.96E+05	6.74E+04
2.824	1.93E+04	2.64E+04
2.825	3.01E+05	1.22E+05
2.826	8.57E+05	3.70E+04
2.827	9.83E+05	2.11E+03
2.828	4.83E+05	5.39E+04
2.829	8.89E+04	2.24E+04
2.83	2.52E+05	4.97E+04
2.831	4.96E+05	4.79E+04
2.832	5.60E+05	3.43E+04
2.833	3.82E+05	9.43E+04
2.834	1.16E+05	2.69E+04
2.835	1.02E+04	1.71E+05
2.836	1.48E+05	3.71E+04
2.837	1.95E+05	3.44E+03
2.838	5.35E+04	1.47E+04
2.839	1.15E+04	3.86E+04
2.84	8.16E+04	6.44E+04
2.841	3.65E+05	4.36E+04
2.842	4.18E+05	4.15E+04
2.843	1.16E+05	7.23E+04
2.844	3.71E+04	1.30E+04
2.845	8.77E+04	3.87E+04
2.846	1.35E+05	9.22E+04
2.847	1.88E+05	1.46E+05
2.848	1.95E+05	8.34E+04
2.849	2.53E+05	1.02E+05
2.85	2.67E+05	9.05E+04
2.851	1.90E+05	2.65E+04
2.852	1.76E+05	8.41E+03
2.853	1.31E+05	2.13E+04
2.854	8.28E+04	3.97E+04
2.855	1.03E+05	2.83E+04
2.856	1.18E+05	1.05E+05
2.857	8.62E+04	4.97E+04
2.858	1.31E+05	2.57E+04
2.859	2.97E+05	4.46E+04
2.86	3.00E+05	7.99E+04
2.861	1.13E+05	8.14E+04
2.862	1.78E+04	6.54E+04
2.863	7.18E+03	1.40E+05
2.864	2.35E+04	5.64E+04
2.865	5.54E+04	2.78E+04
2.866	8.69E+04	1.09E+05
2.867	1.73E+05	3.07E+04
2.868	1.81E+05	5.97E+04
2.869	1.19E+05	8.77E+04
2.87	1.21E+05	7.19E+04
2.871	1.24E+05	1.86E+05
2.872	1.35E+05	3.47E+04
2.873	1.70E+05	1.56E+05
2.874	5.55E+04	8.58E+04
2.875	5.10E+04	7.86E+04
2.876	1.40E+05	1.95E+05
2.877	4.45E+04	1.52E+05
2.878	8.60E+03	5.54E+04
2.879	7.32E+04	1.14E+05
2.88	1.62E+05	5.51E+04
2.881	2.28E+05	8.98E+04
2.882	1.82E+05	7.66E+04
2.883	8.31E+04	1.59E+05
2.884	5.04E+04	6.29E+03
2.885	1.77E+05	6.07E+04
2.886	2.34E+05	6.41E+04
2.887	1.12E+05	1.17E+05
2.888	2.29E+04	2.64E+04
2.889	3.42E+04	3.81E+04
2.89	1.79E+05	5.81E+04
2.891	2.25E+05	4.69E+04
2.892	1.59E+05	8.45E+04
2.893	1.65E+05	4.97E+04
2.894	2.07E+05	1.65E+05
2.895	1.54E+05	1.43E+05
2.896	6.28E+04	5.94E+04
2.897	9.82E+04	2.68E+04
2.898	1.70E+05	2.42E+04
2.899	1.40E+05	3.63E+04
2.9	3.37E+05	6.32E+04
2.901	4.64E+05	3.90E+04
2.902	4.39E+05	2.39E+04
2.903	5.15E+05	9.28E+04
2.904	2.91E+05	3.33E+04
2.905	5.47E+04	1.63E+05
2.906	2.42E+05	4.12E+04
2.907	2.78E+05	8.55E+04
2.908	7.56E+04	1.57E+05
2.909	9.02E+04	6.02E+04
2.91	4.64E+05	4.31E+04
2.911	6.07E+05	5.14E+04
2.912	3.66E+05	2.02E+04
2.913	1.15E+05	7.13E+04
2.914	4.90E+04	2.92E+04
2.915	6.79E+04	2.30E+04
2.916	2.05E+04	5.28E+03
2.917	2.70E+04	1.26E+04
2.918	4.18E+04	1.10E+04
2.919	3.38E+04	1.65E+04
2.92	1.73E+05	1.72E+04
2.921	1.98E+05	6.51E+04
2.922	5.84E+04	6.15E+03
2.923	1.49E+05	1.13E+04
2.924	3.16E+05	4.32E+04
2.925	2.26E+05	1.41E+04
2.926	1.25E+05	5.55E+04
2.927	7.02E+04	1.28E+05
2.928	1.46E+05	6.20E+04
2.929	3.68E+05	7.77E+04
2.93	4.10E+05	2.61E+04
2.931	3.08E+05	1.08E+04
2.932	2.76E+05	5.29E+04
2.933	3.32E+05	1.42E+05
2.934	3.79E+05	5.20E+04
2.935	2.66E+05	5.68E+04
2.936	1.09E+05	3.90E+04
2.937	3.05E+05	6.11E+04
2.938	7.22E+05	6.33E+04
2.939	9.95E+05	1.46E+05
2.94	8.96E+05	9.70E+04
2.941	4.14E+05	1.16E+05
2.942	1.02E+05	3.48E+04
2.943	1.52E+05	1.82E+05
2.944	1.60E+05	5.35E+04
2.945	7.72E+04	8.68E+04
2.946	3.68E+04	1.90E+05
2.947	3.09E+04	8.80E+04
2.948	6.98E+04	8.69E+04
2.949	6.48E+04	5.71E+04
2.95	5.27E+04	4.62E+04
2.951	2.02E+05	4.07E+04
2.952	2.85E+05	2.15E+04
2.953	9.24E+04	2.66E+04
2.954	3.54E+04	8.27E+04
2.955	5.40E+04	9.41E+04
2.956	2.27E+04	1.18E+05
2.957	1.65E+05	6.62E+04
2.958	4.56E+05	2.80E+04
2.959	6.08E+05	1.03E+04
2.96	5.08E+05	1.43E+04
2.961	3.40E+05	4.43E+04
2.962	3.24E+05	1.81E+05
2.963	6.42E+05	6.92E+04
2.964	1.07E+06	7.60E+04
2.965	8.39E+05	2.65E+04
2.966	2.09E+05	7.02E+04
2.967	2.45E+04	9.01E+03
2.968	1.93E+04	9.02E+04
2.969	7.04E+03	1.07E+05
2.97	4.70E+04	2.12E+04
2.971	2.22E+05	3.84E+04
2.972	3.78E+05	4.59E+04
2.973	2.02E+05	3.03E+04
2.974	1.01E+05	8.19E+04
2.975	2.36E+05	5.97E+04
2.976	2.48E+05	5.37E+04
2.977	2.60E+05	1.10E+05
2.978	2.13E+05	6.54E+04
2.979	1.82E+05	2.01E+05
2.98	2.67E+05	1.02E+05
2.981	1.70E+05	2.15E+05
2.982	9.80E+03	1.87E+05
2.983	1.09E+05	1.25E+05
2.984	2.77E+05	1.13E+05
2.985	2.60E+05	7.80E+04
2.986	2.23E+05	1.62E+05
2.987	5.67E+05	1.10E+05
2.988	1.01E+06	1.01E+05
2.989	8.97E+05	7.72E+04
2.99	3.26E+05	1.83E+05
2.991	6.13E+04	5.06E+04
2.992	1.29E+05	6.84E+04
2.993	9.98E+04	5.88E+04
2.994	4.05E+04	7.48E+04
2.995	1.47E+05	9.78E+04
2.996	1.02E+05	4.14E+04
2.997	2.06E+04	4.54E+04
2.998	1.55E+05	7.46E+04
2.999	2.31E+05	5.16E+04
3	1.70E+05	2.76E+04
